and O -1
many O -1
of O -1
the O -1
most O -1
significant O -1
episodes O -1
have O -1
been O -1
omitted O -1
A O -1
glance O -1
through O -1
these O -1
reviews O -1
and O -1
I O -1
dont O -1
see O -1
that O -1
anyone O -1
has O -1
caught O -1
the O -1
fact O -1
that O -1
this O -1
translation B-ASP 2
contains O -1
barely O -1
of O -1
the O -1
original O -1
Chinese O -1
book O -1
Admittedly O -1
its O -1
the O -1
only O -1
game O -1
in O -1
town O -1

but O -1
this O -1
is O -1
still O -1
significant O -1
information B-ASP 2

and O -1
upon O -1
reading O -1
its O -1
first O -1
chapters O -1
the O -1
book O -1
quickly O -1
became O -1
my O -1
favourite O -1
fairy O -1
tale B-ASP 2
Monkeys O -1
absurd O -1
arrogance O -1
is O -1
funny O -1

his O -1
optimism O -1
and O -1
selfassurance O -1
is O -1
infectious O -1
He O -1
thinks O -1
nothing O -1
of O -1
travelling O -1
from O -1
heaven O -1
to O -1
hell O -1
and O -1
all O -1
points O -1
in O -1
between O -1
Solving O -1
problems O -1
along O -1
the O -1
way O -1
by O -1
banging O -1
a O -1
few O -1
heads O -1
together O -1
or O -1
of O -1
achieving O -1
immortality O -1
by O -1
stealing O -1
peaches O -1
The O -1
story B-ASP 2
of O -1
how O -1
he O -1
got O -1
his O -1
great O -1
weapon O -1
A O -1
staff O -1
used O -1
to O -1
hammer O -1
the O -1
Milky O -1
Way O -1
flat O -1
by O -1
essentially O -1
being O -1
the O -1
worst O -1
guest O -1
in O -1
history O -1
to O -1
a O -1
much O -1
putupon O -1
sea O -1
dragon B-ASP -1

his O -1
optimism O -1
and O -1
selfassurance O -1
is O -1
infectious O -1
He O -1
thinks O -1
nothing O -1
of O -1
travelling O -1
from O -1
heaven O -1
to O -1
hell O -1
and O -1
all O -1
points O -1
in O -1
between O -1
Solving O -1
problems O -1
along O -1
the O -1
way O -1
by O -1
banging O -1
a O -1
few O -1
heads O -1
together O -1
or O -1
of O -1
achieving O -1
immortality O -1
by O -1
stealing O -1
peaches O -1
The O -1
story B-ASP -1
of O -1
how O -1
he O -1
got O -1
his O -1
great O -1
weapon O -1
A O -1
staff O -1
used O -1
to O -1
hammer O -1
the O -1
Milky O -1
Way O -1
flat O -1
by O -1
essentially O -1
being O -1
the O -1
worst O -1
guest O -1
in O -1
history O -1
to O -1
a O -1
much O -1
putupon O -1
sea O -1
dragon B-ASP 0

suprisingly O -1
for O -1
one O -1
written O -1
years B-ASP 0
ago O -1
in O -1
a O -1
distant O -1
land B-ASP -1

suprisingly O -1
for O -1
one O -1
written O -1
years B-ASP -1
ago O -1
in O -1
a O -1
distant O -1
land B-ASP 0

its O -1
so O -1
funny O -1
The O -1
pace O -1
kept O -1
up O -1
brilliantly O -1
the O -1
final O -1
scene O -1
of O -1
the O -1
books B-ASP 2
first O -1
act O -1

until O -1
he O -1
is O -1
imprisoned O -1
beneath O -1
a O -1
vast O -1
mountain B-ASP 0
and O -1
begins O -1
the O -1
long O -1
road O -1
to O -1
his O -1
redemption O -1
and O -1
eventual O -1
enlightement O -1
I O -1
havent O -1
even O -1
talked O -1
about O -1
the O -1
main O -1
plot O -1
of O -1
this O -1
wonderful O -1
story O -1

What O -1
a O -1
wonderful O -1
translation B-ASP 2
of O -1
this O -1
classic O -1
text O -1
Fans O -1
of O -1
Chineses O -1
mythology O -1
and O -1
the O -1
classic O -1
Japanese O -1
cult O -1
TV O -1
show O -1
will O -1
be O -1
enthralled O -1
by O -1
this O -1
text O -1
The O -1
book O -1
appeals O -1
to O -1
all O -1
ages O -1
and O -1
mental O -1
capacities O -1
much O -1
like O -1
an O -1
episode O -1
of O -1
the O -1
Simpsons O -1
also O -1
does O -1
There O -1
are O -1
many O -1
moral O -1
messages O -1
portrayed O -1
and O -1
lots O -1
of O -1
classically O -1
funny O -1
moments O -1
Read O -1
with O -1
intense O -1
focus O -1
of O -1
the O -1
adventures O -1
of O -1
the O -1
holy O -1
fool O -1
Tripitaka O -1

the O -1
glutful O -1
Pigsy O -1
and O -1
the O -1
philosophical O -1
Sandy O -1
as O -1
they O -1
travel O -1
to O -1
India O -1
for O -1
the O -1
scriptures B-ASP 0
to O -1
save O -1
mankind O -1
Enjoy O -1

Translation O -1
is O -1
a O -1
bit O -1
old O -1
and O -1
silly O -1
but O -1
it O -1
has O -1
its O -1
charms O -1
Worth O -1
a O -1
read O -1
to O -1
see O -1
if O -1
you O -1
want O -1
to O -1
invest O -1
in O -1
the O -1
much O -1
longer O -1
version B-ASP 2

Dantes O -1
Divine O -1
comedy O -1
ranked O -1
highest O -1
on O -1
my O -1
list O -1
My O -1
interest O -1
in O -1
the O -1
anime O -1
and O -1
manga O -1
story B-ASP 0
Dragonball O -1
and O -1
subsequently O -1

moreso O -1
than O -1
Dantes O -1
work O -1
The O -1
central O -1
characters B-ASP 2
rise O -1
to O -1
glory O -1
is O -1
so O -1
colorful O -1
and O -1
intricate O -1

one O -1
cannot O -1
help O -1
but O -1
laugh O -1
The O -1
introduction B-ASP 2
of O -1
KwanYin O -1
brings O -1
a O -1
serious O -1
aspect B-ASP -1
to O -1
the O -1
tale O -1
and O -1
a O -1
more O -1
admirable O -1
goal O -1

one O -1
cannot O -1
help O -1
but O -1
laugh O -1
The O -1
introduction B-ASP -1
of O -1
KwanYin O -1
brings O -1
a O -1
serious O -1
aspect B-ASP 2
to O -1
the O -1
tale O -1
and O -1
a O -1
more O -1
admirable O -1
goal O -1

but O -1
the O -1
focus O -1
on O -1
Monkey O -1
keeps O -1
the O -1
nature O -1
of O -1
the O -1
journey O -1
in O -1
check O -1
Despite O -1
the O -1
absurdity O -1
of O -1
the O -1
characters B-ASP 2
Monkey O -1
and O -1
Pigsy O -1
in O -1
particular O -1
though O -1
not O -1
them O -1
alone O -1

the O -1
story B-ASP 2
maintains O -1
a O -1
very O -1
epic O -1
feel O -1
This O -1
version O -1
up O -1
until O -1
KwanYins O -1
introduction O -1
deals O -1
very O -1
little O -1
with O -1
all O -1
the O -1
Buddhist O -1
dogma O -1
that O -1
permeates O -1
the O -1
story O -1
Even O -1
afterward O -1

Monkeys O -1
mission O -1
is O -1
at O -1
the O -1
forefront O -1
The O -1
author B-ASP 2
has O -1
done O -1
a O -1
fine O -1
job O -1
making O -1
the O -1
tale O -1
accessible O -1
to O -1
everyone O -1
being O -1
a O -1
white O -1

Monkeys O -1
audiobook O -1
audio O -1
is O -1
hard O -1
to O -1
listen O -1
to O -1
The O -1
transition B-ASP 2
to O -1
digital O -1
did O -1
not O -1
work O -1
Kenneth O -1
Williams O -1
does O -1
a O -1
great O -1
job O -1
narrating O -1

but O -1
but O -1
the O -1
audio O -1
quality B-ASP 2
makes O -1
it O -1
very O -1
hard O -1
to O -1
listen O -1
to O -1
on O -1
modern O -1
devices O -1

One O -1
of O -1
the O -1
best O -1
books B-ASP 2
Ive O -1
read O -1
in O -1
all O -1
my O -1
life O -1
The O -1
characters O -1
have O -1
been O -1
borrowed O -1
and O -1
turned O -1
into O -1
many O -1
different O -1
characters O -1
in O -1
film O -1
and O -1
animation O -1

Mr O -1
Waley O -1
has O -1
achieved O -1
the O -1
unthinkable O -1
the O -1
best O -1
western O -1
translation B-ASP 2
of O -1
one O -1
of O -1
Chinas O -1
best O -1
kept O -1
secrets O -1
A O -1
stone B-ASP -1
monkey B-ASP -1

Mr O -1
Waley O -1
has O -1
achieved O -1
the O -1
unthinkable O -1
the O -1
best O -1
western O -1
translation B-ASP -1
of O -1
one O -1
of O -1
Chinas O -1
best O -1
kept O -1
secrets O -1
A O -1
stone B-ASP 2
monkey B-ASP -1

Mr O -1
Waley O -1
has O -1
achieved O -1
the O -1
unthinkable O -1
the O -1
best O -1
western O -1
translation B-ASP -1
of O -1
one O -1
of O -1
Chinas O -1
best O -1
kept O -1
secrets O -1
A O -1
stone B-ASP -1
monkey B-ASP 2

This O -1
inspired O -1
me O -1
to O -1
go O -1
out O -1
and O -1
apply O -1
for O -1
college O -1
and O -1
start O -1
my O -1
own O -1
journey O -1
The O -1
